Date,ITUB4.SA,PETR4.SA,VALE3.SA
2020-01-02,23.203933715820312,8.700250625610352,30.14015769958496
2020-01-03,22.959884643554688,8.629403114318848,29.91826057434082
2020-01-06,22.618194580078125,8.731425285339355,29.740734100341797
2020-01-07,22.09346580505371,8.697417259216309,29.957090377807617
2020-01-08,21.73348045349121,8.643571853637695,29.96263885498047
2020-01-09,21.300268173217773,8.615233421325684,29.568761825561523
2020-01-10,21.11113929748535,8.578391075134277,29.602039337158203
2020-01-13,21.391788482666016,8.595394134521484,30.678279876708984
2020-01-14,21.391788482666016,8.501873970031738,30.866893768310547
2020-01-15,21.129432678222656,8.374346733093262,30.76703643798828
2020-01-16,21.172138214111328,8.365846633911133,30.606164932250977
2020-01-17,21.31857681274414,8.45936393737793,31.621374130249023
2020-01-20,20.885372161865234,8.501873970031738,31.821088790893555
2020-01-21,20.439964294433594,8.394183158874512,31.083255767822266
2020-01-22,20.561996459960938,8.300663948059082,31.233043670654297
2020-01-23,21.050113677978516,8.402684211730957,30.789236068725586
2020-01-24,20.89146614074707,8.303497314453125,29.84613609313965
2020-01-27,20.439964294433594,7.943586349487305,28.020971298217773
2020-01-28,20.433860778808594,8.161800384521484,28.403751373291016
2020-01-29,20.116586685180664,8.175970077514648,28.15411376953125
2020-01-30,20.409448623657227,8.201475143432617,28.57018280029297
2020-01-31,20.025056838989258,8.06261157989502,27.887834548950195
2020-02-03,20.083053588867188,7.986093997955322,28.242877960205078
2020-02-04,20.241758346557617,8.113622665405273,28.99734878540039
2020-02-05,20.363855361938477,8.04560661315918,29.396780014038086
2020-02-06,20.31500816345215,8.269489288330078,29.557659149169922
2020-02-07,20.577505111694336,8.19864273071289,28.90304183959961
2020-02-10,20.925437927246094,8.25532054901123,27.84345054626465
2020-02-11,21.40767478942871,8.354508399963379,28.87529754638672
2020-02-12,21.32221221923828,8.538716316223145,29.441158294677734
2020-02-13,20.992589950561523,8.422524452209473,28.925228118896484
2020-02-14,20.638545989990234,8.337506294250488,28.292800903320312
2020-02-17,20.449310302734375,8.320502281188965,29.629777908325195
2020-02-18,20.534778594970703,8.431025505065918,29.291378021240234
2020-02-19,20.827774047851562,8.657742500305176,29.296924591064453
2020-02-20,20.75452423095703,8.479203224182129,28.95851707458496
2020-02-21,20.557443618774414,8.258153915405273,27.810163497924805
2020-02-26,19.532089233398438,7.427803993225098,25.158405303955078
2020-02-27,19.544662475585938,7.169913291931152,24.670217514038086
2020-02-28,20.129688262939453,7.181250095367432,24.581459045410156
2020-03-02,20.063602447509766,7.518491744995117,25.718717575073242
2020-03-03,19.698585510253906,7.3824615478515625,25.713171005249023
2020-03-04,19.88739585876465,7.62051248550415,26.944734573364258
2020-03-05,19.207683563232422,7.167080402374268,25.990550994873047
2020-03-06,18.798614501953125,6.469926357269287,24.74788475036621
2020-03-09,17.495861053466797,4.548501491546631,20.98660659790039
2020-03-10,17.930103302001953,4.976430416107178,24.85883903503418
2020-03-11,16.470033645629883,4.491823196411133,22.60095977783203
2020-03-12,14.852606773376465,3.570786714553833,19.61079978942871
2020-03-13,16.495201110839844,4.364295482635498,23.799243927001953
2020-03-16,14.978477478027344,3.709651231765747,21.657867431640625
2020-03-17,15.859562873840332,3.684145927429199,23.028121948242188
2020-03-18,14.758204460144043,3.199537992477417,21.441509246826172
2020-03-19,14.380596160888672,3.4602625370025635,20.19329833984375
2020-03-20,13.877123832702637,3.400749444961548,19.522035598754883
2020-03-23,12.914220809936523,3.259052038192749,18.917346954345703
2020-03-24,14.160325050354004,3.7549948692321777,20.881200790405273
2020-03-25,14.852606773376465,4.058226585388184,22.66197967529297
2020-03-26,15.26168155670166,4.078066825866699,23.299959182739258
2020-03-27,14.45611572265625,3.769164562225342,22.245908737182617
2020-03-30,15.17357063293457,3.7918357849121094,23.17236328125
2020-03-31,14.531635284423828,3.964707374572754,23.976770401000977
2020-04-01,13.476799964904785,4.052560806274414,24.059980392456055
2020-04-02,13.539775848388672,4.395469665527344,23.732675552368164
2020-04-03,13.01077651977539,4.347291469573975,22.467819213867188
2020-04-06,13.968005180358887,4.469152450561523,23.926836013793945
2020-04-07,14.484403610229492,4.64769172668457,24.287431716918945
2020-04-08,15.227521896362305,4.908416271209717,24.137643814086914
2020-04-09,14.79928970336914,4.766717433929443,24.010055541992188
2020-04-13,15.11415958404541,4.7978925704956055,24.72569465637207
2020-04-14,15.303085327148438,4.741211891174316,24.703502655029297
2020-04-15,14.736303329467773,4.642022132873535,23.96013069152832
2020-04-16,14.364750862121582,4.454981803894043,23.72157096862793
2020-04-17,14.622952461242676,4.571174621582031,24.40947914123535
2020-04-20,14.257689476013184,4.520163536071777,23.555147171020508
2020-04-22,14.087656021118164,4.7468791007995605,23.799243927001953
2020-04-23,13.886144638061523,4.803559303283691,24.137643814086914
2020-04-24,13.149322509765625,4.520163536071777,24.276338577270508
2020-04-27,13.583854675292969,4.661861896514893,24.714595794677734
2020-04-28,14.704816818237305,4.88857889175415,24.74788475036621
2020-04-29,14.900044441223145,5.157804489135742,25.923973083496094
2020-04-30,14.339560508728027,5.115293979644775,24.886568069458008
2020-05-04,13.79446029663086,4.925418853759766,24.37064552307129
2020-05-05,14.304899215698242,5.084120750427246,24.2430477142334
2020-05-06,14.01502799987793,4.897079944610596,24.592554092407227
2020-05-07,13.510883331298828,4.942422866821289,25.54673957824707
2020-05-08,14.065439224243164,5.237155437469482,27.10007095336914
2020-05-11,14.103240013122559,5.1436333656311035,26.47873306274414
2020-05-12,13.61801528930664,5.1407999992370605,26.328950881958008
2020-05-13,13.611717224121094,4.9849324226379395,26.928098678588867
2020-05-14,14.210376739501953,4.931087493896484,26.678457260131836
2020-05-15,13.630613327026367,4.860238075256348,26.65626335144043
2020-05-18,14.286008834838867,5.2541584968566895,28.437042236328125
2020-05-19,13.668434143066406,5.293834686279297,29.013996124267578
2020-05-20,13.611717224121094,5.469539642333984,29.124948501586914
2020-05-21,14.393126487731934,5.438366413116455,28.364927291870117
2020-05-22,14.468750953674316,5.290999889373779,27.887834548950195
2020-05-25,15.098920822143555,5.520549774169922,27.793521881103516
2020-05-26,14.500252723693848,5.574396133422852,27.29423713684082
2020-05-27,14.95398235321045,5.648080348968506,28.09309196472168
2020-05-28,14.689301490783691,5.60273551940918,27.787975311279297
2020-05-29,14.519157409667969,5.764270782470703,29.402328491210938
2020-06-01,14.919587135314941,5.7614359855651855,29.635334014892578
2020-06-02,15.922204971313477,6.064671039581299,29.635334014892578
2020-06-03,16.344697952270508,6.084507942199707,29.768470764160156
2020-06-04,16.817636489868164,6.073172092437744,30.877988815307617
2020-06-05,17.189678192138672,6.263047695159912,30.295490264892578
2020-06-08,17.883317947387695,6.384908199310303,30.389801025390625
2020-06-09,17.530193328857422,6.155355930328369,30.506305694580078
2020-06-10,16.767189025878906,6.064671039581299,30.068042755126953
2020-06-12,16.4329776763916,5.837953090667725,29.62423324584961
2020-06-15,16.048316955566406,5.866292953491211,29.89051628112793
2020-06-16,16.50865364074707,6.0561699867248535,30.72820472717285
2020-06-17,16.71674156188965,6.0760064125061035,31.177562713623047
2020-06-18,17.37254524230957,6.1213507652282715,31.16092300415039
2020-06-19,17.713056564331055,6.084507942199707,30.606164932250977
2020-06-22,17.164451599121094,5.937142372131348,30.51185417175293
2020-06-23,16.93744659423828,6.135519027709961,30.839160919189453
2020-06-24,16.294252395629883,5.951312065124512,30.72820472717285
2020-06-25,16.489728927612305,6.084507942199707,31.066612243652344
2020-06-26,16.2122802734375,5.905970096588135,30.855802536010742
2020-06-29,16.697826385498047,6.138354301452637,30.861347198486328
2020-06-30,16.048316955566406,6.107178211212158,31.022235870361328
2020-07-01,16.467905044555664,6.152523040771484,30.25665855407715
2020-07-02,16.751840591430664,6.251711368560791,30.7836856842041
2020-07-03,16.720287322998047,6.229040622711182,30.656085968017578
2020-07-06,17.496355056762695,6.379239559173584,31.38282585144043
2020-07-07,16.638263702392578,6.299889087677002,31.271875381469727
2020-07-08,16.99791145324707,6.418913841247559,31.798898696899414
2020-07-09,17.00421905517578,6.274383544921875,31.299606323242188
2020-07-10,17.16196060180664,6.379239559173584,31.604726791381836
2020-07-13,16.909574508666992,6.280050754547119,31.981964111328125
2020-07-14,17.193510055541992,6.48976469039917,34.22874450683594
2020-07-15,17.31338882446289,6.614458084106445,34.2786750793457
2020-07-16,17.023141860961914,6.4387526512146,33.35222244262695
2020-07-17,17.174577713012695,6.44442081451416,33.862606048583984
2020-07-20,17.225053787231445,6.44442081451416,33.729461669921875
2020-07-21,17.527904510498047,6.622960090637207,33.119224548339844
2020-07-22,17.07992935180664,6.5322723388671875,32.864044189453125
2020-07-23,16.720287322998047,6.396371364593506,32.64767837524414
2020-07-24,16.701364517211914,6.44171667098999,32.50899124145508
2020-07-27,17.540531158447266,6.574915409088135,34.04566955566406
2020-07-28,17.4395694732666,6.461553573608398,33.474273681640625
2020-07-29,17.849699020385742,6.56641149520874,34.92219924926758
2020-07-30,17.546842575073242,6.467222690582275,33.990196228027344
2020-07-31,16.96636199951172,6.291512966156006,33.67953109741211
2020-08-03,17.22203254699707,6.178153038024902,33.42988967895508
2020-08-04,16.2182674407959,6.1724853515625,33.67399215698242
2020-08-05,16.205638885498047,6.569246768951416,34.50058364868164
2020-08-06,16.43290138244629,6.5805816650390625,34.30086898803711
2020-08-07,16.08568572998047,6.458720684051514,33.53529357910156
2020-08-10,16.294021606445312,6.645766258239746,34.50613021850586
2020-08-11,16.104631423950195,6.54090690612793,33.44099044799805
2020-08-12,15.92155933380127,6.654267311096191,34.117794036865234
2020-08-13,15.46700668334961,6.472889423370361,33.47981643676758
2020-08-14,15.612213134765625,6.424712181091309,34.034584045410156
2020-08-17,15.239739418029785,6.404874324798584,34.522769927978516
2020-08-18,15.336474418640137,6.523901462554932,34.983219146728516
2020-08-19,15.26055908203125,6.487061023712158,34.611534118652344
2020-08-20,15.26055908203125,6.44171667098999,34.92219924926758
2020-08-21,15.235252380371094,6.393537998199463,34.50613021850586
2020-08-24,15.488327980041504,6.509730815887451,34.9277458190918
2020-08-25,15.374431610107422,6.481390953063965,34.18436813354492
2020-08-26,15.051762580871582,6.297180652618408,34.25648498535156
2020-08-27,15.2985200881958,6.277342796325684,33.723915100097656
2020-08-28,15.456686019897461,6.387868881225586,33.89588928222656
2020-08-31,14.899922370910645,6.2036590576171875,33.108131408691406
2020-09-01,15.409558296203613,6.481390953063965,34.262027740478516
2020-09-02,15.377902030944824,6.461553573608398,34.017940521240234
2020-09-03,15.751429557800293,6.484226226806641,32.90841293334961
2020-09-04,15.802084922790527,6.495561122894287,33.557491302490234
2020-09-08,15.447545051574707,6.3085174560546875,32.880680084228516
2020-09-09,15.466545104980469,6.44171667098999,33.28565216064453
2020-09-10,15.137327194213867,6.268840312957764,32.47016143798828
2020-09-11,14.960062026977539,6.2008256912231445,34.36743927001953
2020-09-14,15.225953102111816,6.144144535064697,34.34524154663086
2020-09-15,15.023375511169434,6.141311168670654,34.7280387878418
2020-09-16,14.97905445098877,6.158315181732178,33.82377624511719
2020-09-17,14.998058319091797,6.277342796325684,34.43955993652344
2020-09-18,14.624526977539062,6.1356425285339355,34.2065544128418
2020-09-21,14.497901916503906,5.923090934753418,33.28565216064453
2020-09-22,14.624526977539062,5.894750118255615,33.4113655090332
2020-09-23,14.231998443603516,5.733212471008301,34.156917572021484
2020-09-24,14.580201148986816,5.7813897132873535,33.90262222290039
2020-09-25,14.504232406616211,5.704873085021973,34.243614196777344
2020-09-28,14.497901916503906,5.563169956207275,33.97197723388672
2020-09-29,14.181352615356445,5.4724836349487305,33.72345733642578
2020-09-30,14.244658470153809,5.557504653930664,34.16270446777344
2020-10-01,14.266834259033203,5.625518798828125,34.018211364746094
2020-10-02,14.311182022094727,5.39029598236084,33.70611572265625
2020-10-05,14.463231086730957,5.67653226852417,34.440120697021484
2020-10-06,14.488566398620605,5.648193359375,33.8795051574707
2020-10-07,14.380866050720215,5.608517169952393,34.77532958984375
2020-10-08,15.24879264831543,5.792726516723633,35.42263412475586
2020-10-09,15.20444393157959,5.6113481521606445,35.60179901123047
2020-10-13,15.058731079101562,5.704873085021973,35.91389846801758
2020-10-14,15.014389038085938,5.65952730178833,36.410926818847656
2020-10-15,14.881354331970215,5.597179412841797,36.1046257019043
2020-10-16,14.640612602233887,5.478150367736816,35.97168731689453
2020-10-19,14.79898452758789,5.5319976806640625,35.80408477783203
2020-10-20,15.388161659240723,5.7190423011779785,35.74051284790039
2020-10-21,15.527542114257812,5.713374614715576,36.32424545288086
2020-10-22,16.32577133178711,5.906087398529053,36.46872329711914
2020-10-23,16.116714477539062,5.8295698165893555,36.671016693115234
2020-10-26,16.230751037597656,5.7388811111450195,36.12195587158203
2020-10-27,15.768282890319824,5.634021759033203,36.1392936706543
2020-10-28,15.065075874328613,5.291106700897217,34.82734680175781
2020-10-29,15.141087532043457,5.46681547164917,35.84454345703125
2020-10-30,14.875016212463379,5.367624759674072,34.99495315551758
2020-11-03,15.239520072937012,5.568838119506836,36.60743713378906
2020-11-04,15.8480863571167,5.588677406311035,35.59023666381836
2020-11-05,16.222108840942383,5.636855602264404,36.150848388671875
2020-11-06,16.20308494567871,5.597179412841797,36.5207405090332
2020-11-09,17.515300750732422,6.124308109283447,36.5207405090332
2020-11-10,18.307708740234375,6.54090690612793,36.50341033935547
2020-11-11,18.155569076538086,6.484226226806641,36.7577018737793
2020-11-12,17.711824417114258,6.209325790405273,36.22020721435547
2020-11-13,18.047807693481445,6.413376808166504,36.555416107177734
2020-11-16,18.681720733642578,6.600419998168945,37.52059555053711
2020-11-17,18.694395065307617,6.713780403137207,38.70541000366211
2020-11-18,18.237972259521484,6.674103736877441,38.40486526489258
2020-11-19,18.26333236694336,6.750622749328613,39.138858795166016
2020-11-23,18.32038688659668,7.113378524780273,41.2021598815918
2020-11-24,18.8338680267334,7.4307861328125,43.23075866699219
2020-11-25,18.61199951171875,7.43928861618042,43.63533020019531
2020-11-26,18.21895980834961,7.317428112030029,44.25373458862305
2020-11-27,18.35841941833496,7.226738929748535,45.33449935913086
2020-11-30,18.104854583740234,7.05669641494751,45.08019256591797
2020-12-01,18.869138717651367,7.255077838897705,46.958553314208984
2020-12-02,19.0150203704834,7.342929363250732,46.14363479614258
2020-12-03,19.0023250579834,7.549817085266113,45.635032653808594
2020-12-04,19.192607879638672,7.8020429611206055,47.380455017089844
2020-12-07,19.30677032470703,7.651841163635254,47.94105911254883
2020-12-08,19.25603675842285,7.555483818054199,47.912166595458984
2020-12-09,19.370189666748047,7.634836673736572,47.79657745361328
2020-12-10,20.010805130004883,7.884230613708496,49.12586212158203
2020-12-11,19.89255714416504,7.813379764556885,49.044952392578125
2020-12-14,19.625621795654297,7.827548980712891,48.28783416748047
2020-12-15,19.803585052490234,7.892732620239258,48.836883544921875
2020-12-16,20.178552627563477,7.989089012145996,49.83096694946289
2020-12-17,20.153135299682617,8.00325870513916,50.39735412597656
2020-12-18,20.121360778808594,7.963582515716553,50.74412536621094
2020-12-21,19.76544761657715,7.65750789642334,50.200843811035156
2020-12-22,19.860788345336914,7.7311930656433105,50.247093200683594
2020-12-23,20.299301147460938,7.921071529388428,50.48982620239258
2020-12-28,20.445480346679688,7.98625373840332,50.46092987060547
2020-12-29,20.4010009765625,8.011759757995605,50.32223129272461
2020-12-30,20.102294921875,8.031597137451172,50.541847229003906
2021-01-04,19.647659301757812,8.193137168884277,52.85942459106445
2021-01-05,19.520488739013672,8.513381004333496,53.74946975708008
2021-01-06,20.09275245666504,8.530385971069336,55.5122184753418
2021-01-07,20.874845504760742,8.785446166992188,59.13597869873047
2021-01-08,20.868480682373047,8.81945514678955,58.951026916503906
2021-01-11,20.397960662841797,8.745769500732422,58.93947982788086
2021-01-12,20.461549758911133,8.680585861206055,57.32698440551758
2021-01-13,20.12454605102539,8.261155128479004,55.610469818115234
2021-01-14,20.72223472595215,8.346173286437988,56.523643493652344
2021-01-15,19.940147399902344,7.969249248504639,54.067344665527344
2021-01-18,19.838409423828125,7.955080509185791,54.506587982177734
2021-01-19,19.603147506713867,8.130789756774902,54.36208724975586
2021-01-20,19.278867721557617,7.994757652282715,53.35646438598633
2021-01-21,19.018169403076172,7.807710647583008,53.9575309753418
2021-01-22,18.611230850219727,7.677347183227539,53.84772491455078
2021-01-26,17.993501663208008,7.651841163635254,53.02703094482422
2021-01-27,17.993501663208008,7.76520299911499,51.553253173828125
2021-01-28,18.7196102142334,7.8672261238098145,52.6513671875
2021-01-29,18.05082893371582,7.563987731933594,50.8308219909668
2021-02-01,18.531970977783203,7.8020429611206055,52.74961471557617
2021-02-02,18.13686180114746,8.122286796569824,50.6632080078125
2021-02-03,18.047643661499023,8.201638221740723,52.26414489746094
2021-02-04,17.97117042541504,8.167630195617676,51.60527038574219
2021-02-05,17.89469337463379,8.173299789428711,53.570308685302734
2021-02-08,17.563308715820312,7.96641731262207,54.333194732666016
2021-02-09,17.773609161376953,7.8048787117004395,54.471900939941406
2021-02-10,17.646154403686523,7.878560543060303,54.731990814208984
2021-02-11,17.646154403686523,7.957913875579834,53.80727005004883
2021-02-12,17.690757751464844,8.059938430786133,54.26384735107422
2021-02-17,17.913806915283203,8.385848999023438,55.68561553955078
2021-02-18,17.786354064941406,8.29516315460205,56.292457580566406
2021-02-19,17.601551055908203,7.745361328125,56.50629806518555
2021-02-22,16.320619583129883,6.141311168670654,55.10765838623047
2021-02-23,17.36576271057129,6.818639755249023,56.032379150390625
2021-02-24,17.110841751098633,6.91499662399292,56.598777770996094
2021-02-25,16.575529098510742,6.572081089019775,55.315731048583984
2021-02-26,16.374929428100586,6.302849292755127,54.62795639038086
2021-03-01,15.884349822998047,6.234832286834717,56.968666076660156
2021-03-02,16.52562713623047,6.231998443603516,58.71985626220703
2021-03-03,16.5640926361084,6.005278587341309,57.99741744995117
2021-03-04,17.083534240722656,6.297180652618408,57.136268615722656
2021-03-05,17.71839141845703,6.345358371734619,60.52561950683594
2021-03-08,17.154067993164062,5.979773044586182,60.1994743347168
2021-03-09,17.391340255737305,6.11863899230957,59.595489501953125
2021-03-10,17.519594192504883,6.3311896324157715,58.677433013916016
2021-03-11,17.54524803161621,6.600419998168945,60.21759796142578
2021-03-12,17.42981719970703,6.56641149520874,58.82842254638672
2021-03-15,17.63502311706543,6.702444076538086,58.478111267089844
2021-03-16,17.275909423828125,6.597587585449219,58.290870666503906
2021-03-17,17.949249267578125,6.824307441711426,59.130428314208984
2021-03-18,18.051849365234375,6.586250305175781,58.079490661621094
2021-03-19,18.0903263092041,6.801636695861816,57.245975494384766
2021-03-22,18.192934036254883,6.665603160858154,56.29771041870117
2021-03-23,17.731216430664062,6.461553573608398,54.99913787841797
2021-03-24,17.42340660095215,6.467222690582275,56.261478424072266
2021-03-25,17.731216430664062,6.574915409088135,55.8326530456543
2021-03-26,18.033584594726562,6.648599624633789,57.698974609375
2021-03-29,18.02715492248535,6.753458023071289,59.17875289916992
2021-03-30,18.322683334350586,6.753458023071289,58.62910079956055
2021-03-31,17.969331741333008,6.829976558685303,59.17271041870117
2021-04-01,17.41974639892578,6.770461082458496,58.8223876953125
2021-04-05,17.644723892211914,6.812971591949463,62.446311950683594
2021-04-06,17.439027786254883,6.8073039054870605,61.63697052001953
2021-04-07,17.284757614135742,6.801636695861816,63.15298080444336
2021-04-08,17.14975929260254,6.716614723205566,63.11674118041992
2021-04-09,17.124052047729492,6.702444076538086,62.21075439453125
2021-04-12,17.548309326171875,6.770461082458496,62.452354431152344
2021-04-13,17.5418758392334,6.793133735656738,62.561073303222656
2021-04-14,17.76685905456543,6.900826930999756,64.62670135498047
2021-04-15,17.76685905456543,6.763975620269775,65.3575439453125
2021-04-16,17.966121673583984,6.722962379455566,65.63536834716797
2021-04-19,17.69614601135254,7.112573623657227,65.067626953125
2021-04-20,17.606143951416016,6.97782039642334,64.1193618774414
2021-04-22,17.612585067749023,6.945598125457764,64.1616439819336
2021-04-23,17.69614601135254,6.9397382736206055,65.22467041015625
2021-04-26,17.683290481567383,6.966104507446289,65.5749740600586
2021-04-27,17.413312911987305,6.766903877258301,66.51115417480469
2021-04-28,18.171131134033203,7.012972354888916,67.59834289550781
2021-04-29,17.59785270690918,6.919232368469238,67.61643981933594
2021-04-30,17.733112335205078,6.919232368469238,65.84677124023438
2021-05-03,17.981246948242188,6.863574981689453,65.50852966308594
2021-05-04,17.21429443359375,6.70538854598999,66.49907684326172
2021-05-05,17.70411491394043,6.980751037597656,66.86750793457031
2021-05-06,17.594560623168945,6.884080410003662,69.48881530761719
